0.059692,-0.016187,0.0046473,-0.99999,-0.0071952,-0.99997,-2.5011
-1.5467,2.378,0.044103,-0.99903,-0.075367,-0.99716,-0.63803
-1.5746,2.1675,0.12106,-0.99265,-0.17974,-0.98371,0.57294
-0.65008,0.50571,0.15968,-0.98717,-0.2332,-0.97243,-2.6369
-1.4129,1.0887,0.21653,-0.97628,-0.29652,-0.95503,-0.94784
-1.129,0.23137,0.27963,-0.96011,-0.3306,-0.94377,1.6579
0.45406,-2.1509,0.32005,-0.9474,-0.27509,-0.96142,-3.2381
-0.42035,-1.3918,0.2873,-0.95784,-0.19294,-0.98121,2.0615
1.6095,-4.34,0.27259,-0.96213,-0.04602,-0.99894,-2.14
0.86615,-3.2017,0.21138,-0.9774,0.14537,-0.98938,-1.6025
-0.00069273,-1.5784,0.1753,-0.98452,0.26413,-0.96449,2.2402
1.4882,-3.2926,0.1459,-0.9893,0.3835,-0.92354,-1.2737
0.45476,-1.1677,0.091476,-0.99581,0.50845,-0.86109,-0.99075
-0.36818,0.69889,0.10747,-0.99421,0.49154,-0.87085,1.4383
0.19648,0.62655,0.11952,-0.99283,0.45582,-0.89007,1.767
0.9788,0.21913,0.061736,-0.99809,0.43912,-0.89843,3.2739
2.3928,-0.94601,-0.0063496,-0.99998,0.48031,-0.8771,-3.3019
0.14403,2.7074,-0.083541,-0.9965,0.42379,-0.90576,1.5603
0.38462,2.9108,-0.08434,-0.99644,0.29219,-0.95636,2.5378
1.3766,1.8996,-0.1449,-0.98945,0.18299,-0.98312,1.0249
1.4131,2.0476,-0.20079,-0.97963,0.076942,-0.99704,-0.99493
0.1364,3.946,-0.23017,-0.97315,-0.056738,-0.99839,1.21
0.52343,3.1312,-0.26045,-0.96549,-0.25003,-0.96824,0.65338
0.71339,2.3546,-0.29538,-0.95538,-0.37805,-0.92579,-1.6746
-0.47886,3.4946,-0.29289,-0.95615,-0.51096,-0.8596,2.6799
1.198,0.28036,-0.30138,-0.9535,-0.5978,-0.80164,3.0382
3.0293,-3.3303,-0.40246,-0.91544,-0.53702,-0.84357,-1.3962
1.5482,-1.7823,-0.50767,-0.86155,-0.42169,-0.90674,-2.1004
-0.69838,0.91131,-0.52142,-0.8533,-0.38333,-0.92361,-1.0068
-2.0905,2.4091,-0.46692,-0.8843,-0.45603,-0.88997,-1.4735
-3.2799,3.3082,-0.35054,-0.93655,-0.60136,-0.79898,1.4331
-2.2163,0.68085,-0.20441,-0.97889,-0.66854,-0.74367,-1.182
-2.4299,-0.30596,-0.10464,-0.99451,-0.67912,-0.73403,0.38433
-1.7736,-2.2618,0.017137,-0.99985,-0.62816,-0.77808,-1.4853
-1.7448,-3.2952,0.10171,-0.99481,-0.52387,-0.8518,-1.0736
-1.3764,-4.5153,0.18384,-0.98296,-0.37392,-0.92746,1.9841
0.89788,-7.9283,0.18193,-0.98331,-0.048879,-0.9988,-2.0437
-0.10495,-6.253,0.16587,-0.98615,0.3363,-0.94176,0.45644
-0.27352,-5.3159,0.18403,-0.98292,0.56982,-0.82177,-0.64736
-1.0921,-3.2773,0.22063,-0.97536,0.73645,-0.67649,-2.157
-2.3566,-0.45737,0.31155,-0.95023,0.80106,-0.59858,0.40231
-2.2383,0.79739,0.40372,-0.91488,0.7917,-0.61092,-0.45748
-2.4162,2.3182,0.51994,-0.8542,0.73693,-0.67597,-2.846
-3.8644,5.5258,0.64545,-0.7638,0.58569,-0.81053,-2.0025
-3.4378,5.3784,0.7773,-0.62913,0.3653,-0.93089,0.67121
-1.5277,3.2472,0.8454,-0.53414,0.13129,-0.99134,-2.979
-1.2746,2.997,0.87776,-0.4791,-0.019274,-0.99981,3.0412
0.92318,1.5413,0.88268,-0.46997,-0.13017,-0.99149,-0.067475
2.0113,0.58339,0.83837,-0.54511,-0.18337,-0.98304,-0.044658
3.1187,-0.86733,0.77255,-0.63496,-0.17616,-0.98436,-1.5743
3.8477,-2.4302,0.6425,-0.76628,-0.087852,-0.99613,0.50119
5.8183,-5.8316,0.43304,-0.90138,0.093273,-0.99564,2.4616
7.6252,-7.9649,0.1188,-0.99292,0.47711,-0.87885,1.3371
6.2942,-3.2669,-0.23304,-0.97247,0.69026,-0.72356,2.4101
6.0412,0.6063,-0.52607,-0.85044,0.73989,-0.67273,-1.9474
